發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2026,4,20260401,003800,A2,南投縣政府警察局,南投縣埔里鎮愛蘭橋南端,晴,有照明且開啟,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),禁止變換車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷1,2,小客車(含客、貨兩用),自用,女,60,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.946361,23.966911
2026,4,20260401,004700,A2,臺中市政府警察局,臺中市南區長春里復興路三段 / 臺中市南區長春里台中路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,無,車與車,同向擦撞,其他,其他不當駕車行為,死亡0;受傷2,1,小客車(含客、貨兩用),自用,男,19,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),,,其他,其他不當駕車行為,否,120.682894,24.134406
2026,4,20260401,004700,A2,臺中市政府警察局,臺中市南區長春里復興路三段 / 臺中市南區長春里台中路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,雙向禁止超車線,無標記,禁止變換車道線(無標記),未繪設快慢車道分隔線,無,車與車,同向擦撞,其他,其他不當駕車行為,死亡0;受傷2,2,小客車(含客、貨兩用),計程車,男,56,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,右後車尾(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.682894,24.134406
2026,4,20260401,005400,A2,臺北市政府警察局,臺北市信義區松隆路 / 臺北市信義區永吉路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛者,未依規定減速,死亡0;受傷1,1,小客車(含客、貨兩用),自用,女,26,不明,不明,車的狀態,其他,汽車,前車頭,,,駕駛者,未依規定減速,否,121.568855,25.044542
2026,4,20260401,005400,A2,臺北市政府警察局,臺北市信義區松隆路 / 臺北市信義區永吉路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛者,未依規定減速,死亡0;受傷1,2,機車,普通重型,男,19,不明,不明,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.568855,25.044542
2026,4,20260401,005400,A2,臺北市政府警察局,臺北市信義區松隆路 / 臺北市信義區永吉路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,無,車與車,其他,駕駛者,未依規定減速,死亡0;受傷1,3,,,無或物(動物、堆置物),89,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.568855,25.044542
2026,4,20260401,014900,A2,新北市政府警察局,新北市新莊區中環路2段 / 新北市新莊區莊田路,陰,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,其他,駕駛者,逆向行駛,死亡0;受傷1,1,機車,普通重型,男,54,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,逆向行駛,否,121.442031,25.042665
2026,4,20260401,014900,A2,新北市政府警察局,新北市新莊區中環路2段 / 新北市新莊區莊田路,陰,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,其他,駕駛者,逆向行駛,死亡0;受傷1,2,,,無或物(動物、堆置物),61,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.442031,25.042665
2026,4,20260401,020000,A2,新北市政府警察局,新北市新莊區臺1線高架橋道路 / 新北市新莊區臺1線高架橋道路,晴,有照明且開啟,其他,40,單路部分,彎曲路及附近,交流道,環道匝道,柏油,乾燥,無缺陷,其他障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,駕駛者,未依規定減速,死亡0;受傷1,1,機車,大型重型2(250-550C.C.),男,23,不明,不明,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,未依規定減速,否,121.459715,25.060206
2026,4,20260401,020000,A2,新北市政府警察局,新北市新莊區臺1線高架橋道路 / 新北市新莊區臺1線高架橋道路,晴,有照明且開啟,其他,40,單路部分,彎曲路及附近,交流道,環道匝道,柏油,乾燥,無缺陷,其他障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,駕駛者,未依規定減速,死亡0;受傷1,2,,,無或物(動物、堆置物),115,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.459715,25.060206
2026,4,20260401,020600,A2,新北市政府警察局,新北市新莊區壽山路前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛者,危險駕駛,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,46,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),,,駕駛者,危險駕駛,否,121.403271,25.043489
2026,4,20260401,020600,A2,新北市政府警察局,新北市新莊區壽山路前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛者,危險駕駛,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,49,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左後車尾(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.403271,25.043489
2026,4,20260401,020600,A2,新北市政府警察局,新北市新莊區壽山路前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛者,危險駕駛,死亡0;受傷1,3,機車,大型重型1(550C.C.以上),男,21,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.403271,25.043489
2026,4,20260401,021900,A2,臺中市政府警察局,臺中市北屯區平安里北平路四段 / 臺中市北屯區平安里文昌東七街,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,其他,其他不當駕車行為,死亡0;受傷2,1,機車,普通重型,男,33,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,其他,其他不當駕車行為,否,120.688576,24.170557
2026,4,20260401,021900,A2,臺中市政府警察局,臺中市北屯區平安里北平路四段 / 臺中市北屯區平安里文昌東七街,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,其他,其他不當駕車行為,死亡0;受傷2,2,機車,普通重型,男,25,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.688576,24.170557
2026,4,20260401,021900,A2,臺中市政府警察局,臺中市北屯區平安里北平路四段 / 臺中市北屯區平安里文昌東七街,晴,有照明且開啟,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,其他,其他不當駕車行為,死亡0;受傷2,3,人,乘客,女,25,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.688576,24.170557
2026,4,20260401,022900,A2,臺中市政府警察局,臺中市西屯區至善里青海路二段 / 臺中市西屯區至善里至善路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,雙向禁止超車線,附標記,車道線(無標記),快慢車道分隔線,無,人與車,穿越道路中,非駕駛者,未依標誌或標線穿越道路,死亡0;受傷1,1,人,行人,男,19,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,無撞擊,,,非駕駛者,未依標誌或標線穿越道路,否,120.641110,24.173543
2026,4,20260401,022900,A2,臺中市政府警察局,臺中市西屯區至善里青海路二段 / 臺中市西屯區至善里至善路,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,雙向禁止超車線,附標記,車道線(無標記),快慢車道分隔線,無,人與車,穿越道路中,非駕駛者,未依標誌或標線穿越道路,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,30,不明,不明,車的狀態,左轉彎,汽車,左前車頭(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.641110,24.173543
2026,4,20260401,023100,A2,臺中市政府警察局,臺中市中區大誠里臺灣大道一段 / 臺中市中區大誠里大誠街,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反二段式左(右)轉標誌(線),死亡0;受傷2,1,機車,普通重型,男,18,戴非半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,左側車身,,,駕駛者,違反二段式左(右)轉標誌(線),否,120.677375,24.144249
2026,4,20260401,023100,A2,臺中市政府警察局,臺中市中區大誠里臺灣大道一段 / 臺中市中區大誠里大誠街,晴,有照明且開啟,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反二段式左(右)轉標誌(線),死亡0;受傷2,2,小客車(含客、貨兩用),計程車,男,42,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.677375,24.144249
2026,4,20260401,030338,A2,彰化縣警察局,彰化縣溪湖鎮西寮里員鹿路四段93號前0.0公尺附近,晴,有照明未開啟或故障,村里道路,50,交岔路,三岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,67,不明,不明,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.473904,23.970289
2026,4,20260401,030338,A2,彰化縣警察局,彰化縣溪湖鎮西寮里員鹿路四段93號前0.0公尺附近,晴,有照明未開啟或故障,村里道路,50,交岔路,三岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.473904,23.970289
2026,4,20260401,030338,A2,彰化縣警察局,彰化縣溪湖鎮西寮里員鹿路四段93號前0.0公尺附近,晴,有照明未開啟或故障,村里道路,50,交岔路,三岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,3,人,乘客,女,73,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.473904,23.970289
2026,4,20260401,035000,A2,臺北市政府警察局,臺北市中山區建國北路3段92號前0.0公尺,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(無標記),未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷1,1,機車,普通重型,男,29,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未保持行車安全距離,否,121.535034,25.066637
2026,4,20260401,035000,A2,臺北市政府警察局,臺北市中山區建國北路3段92號前0.0公尺,陰,有照明且開啟,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,車道線(無標記),未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷1,2,小客車(含客、貨兩用),租賃車,女,33,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,左後車尾(身),,,其他,違規(臨時)停車,否,121.535034,25.066637
2026,4,20260401,044200,A2,高雄市政府警察局,高雄市鳥松區美山路102巷9-2號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,裝載,裝載貨物不穩妥,死亡0;受傷1,1,大貨車,自用,男,33,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,其他,無撞擊,,,裝載,裝載貨物不穩妥,否,120.389680,22.645478
2026,4,20260401,044200,A2,高雄市政府警察局,高雄市鳥松區美山路102巷9-2號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,油滑,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,裝載,裝載貨物不穩妥,死亡0;受傷1,2,機車,普通重型,男,40,戴非半罩式安全帽,未使用,車的狀態,向前直行中,其他,無撞擊,,,駕駛者,超速駕駛,否,120.389680,22.645478
2026,4,20260401,050400,A2,新北市政府警察局,新北市樹林區中正路 / 新北市樹林區俊興街,雨,有照明且開啟,市區道路,30,交岔路,三岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,1,機車,普通重型,男,19,戴非半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.415291,25.009232
2026,4,20260401,050400,A2,新北市政府警察局,新北市樹林區中正路 / 新北市樹林區俊興街,雨,有照明且開啟,市區道路,30,交岔路,三岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,2,,,無或物(動物、堆置物),0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.415291,25.009232
2026,4,20260401,050500,A2,臺北市政府警察局,臺北市萬華區青年路 / 臺北市萬華區青年路,陰,有照明未開啟或故障,市區道路,30,交岔路,三岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷1,1,,,肇事逃逸尚未查獲,0,,,,,,,,,,肇事逃逸未查獲，無法查明肇因,是,121.501036,25.019905
2026,4,20260401,050500,A2,臺北市政府警察局,臺北市萬華區青年路 / 臺北市萬華區青年路,陰,有照明未開啟或故障,市區道路,30,交岔路,三岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷1,2,慢車,腳踏自行車,男,20,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,,,其他,其他不當駕車行為,否,121.501036,25.019905
2026,4,20260401,051540,A2,屏東縣政府警察局,屏東縣新園鄉雙園大橋往林園方向,晴,有照明未開啟或故障,村里道路,40,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式附柵欄,車道線(無標記),快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡0;受傷2,1,機車,普通重型,女,19,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未保持行車安全距離,否,120.426587,22.499108
